emp_no,first_name,last_name,count
474657,Bodo,Rothe,2
492909,Oscar,Ramras,2
467397,Nahum,Benzmuller,2
228259,Stella,Thambidurai,2
451584,Geoffrey,Shackel,2
219977,Honglan,Escriba,2
277153,Giap,Lindenbaum,2
270512,Bernardo,Kropp,2
460778,Toshimori,Ponthieu,2
230553,Oldrich,Mapelli,2
467986,Ekawit,Sundgren,2
451828,Pintsang,Peng,2
260529,Nechama,Hofstetter,3
460008,Billie,Kusalik,2
495219,Dinah,Hambrick,2
270985,Parto,Boguraev,2
207645,Terresa,Ernst,2
212040,Bangqing,Lunt,2
284984,Masali,Fioravanti,2
249696,Elrique,Whitcomb,2
420229,Kristian,Esposito,2
200423,Giao,Koblick,2
460044,Houman,Litecky,2
287600,Rajmohan,Vieth,2
480089,Harngdar,Ferretti,2
263725,Serap,Tramer,2
470179,Shuky,Barreiro,2
432763,Ramalingam,Lanzelotte,2
476897,Dante,Escriba,2
403586,Toshimi,Hoogerwoord,2
423809,Atilio,Pfau,2
238752,Aluzio,Acton,2
494199,Takanari,Gyimothy,2
236247,Chaitali,Staudhammer,2
209631,Tristan,Impagliazzo,2
208539,Masaki,Casley,2
98423,Zhiwei,Birta,2
451964,Shaibal,Suomi,2
295149,Badri,Swan,2
231557,Janche,Griswold,2
443770,Berry,Waymire,2
433239,Marlo,Vadhan,2
497895,Peternela,Merkl,2
287658,Zhenbing,Weiland,2
497448,Karsten,Suwa,2
448210,Marc,Hoppenstand,2
292494,Adhemar,Kinley,3
235371,Tzu,Merle,2
441293,Soenke,Backhouse,2
264047,Isaac,Barriga,2
422461,Ebbe,Beetstra,2
219856,Shmuel,Jording,2
495755,Jiang,Erni,2
202883,Mohd,Sluis,2
265721,Jongsuk,Morrey,2
445497,Jouko,Hofmeyr,2
205245,Angus,Raczkowsky,2
226808,Giordano,Marchegay,2
228774,Xinan,Klyachko,2
450017,Hailing,Pell,2
400309,Kristian,Prampolini,2
216959,Shimshon,Reistad,2
296766,Tristan,Oxman,2
451166,Kazuyasu,Spataro,2
237186,Mingzeng,Selenyi,2
249226,Pranav,Hopewell,2
271545,Temple,Negoita,2
421876,Tzu,Rijckaert,2
296996,Elliott,Setiz,2
486071,Tse,Thambidurai,2
492806,LiMin,Chinen,2
268864,Suzette,Vecchi,2
294466,Yonghoan,Piancastelli,2
484211,Takanari,Henseler,2
447008,Zsolt,Cooman,2
262757,Fumiyo,Thimonier,2
420752,Anwar,Munch,2
431954,Lalit,Murillo,2
297423,Nirmal,Luca,2
461909,Jagoda,Porotnikoff,2
97961,Val,Laurillard,2
445310,Leaf,Kossowski,2
202367,Tua,Gruenwald,2
422661,Georgi,Raney,2
202161,Takahira,Kusalik,2
471047,Sadok,Karunanithi,2
479826,Ghassan,Azulay,2
102470,Xiaoheng,Back,2
94099,Susuma,Vickson,2
410349,Yuriy,Peot,2
253579,Jeanna,Biron,2
204287,Rayond,Rande,2
208154,Tsuneo,Sgarro,2
286733,Shem,Crouzet,2
250311,Muneo,Condotta,2
105781,Billur,Rousseau,2
444878,Vatsa,Moffat,2
440617,Tsvetan,Khamsi,2
99723,Pascal,Pagter,2
478683,Irena,Matheson,2
252281,Thanasis,Axelband,2
490761,Kristian,Chachaty,2
255013,Valeska,Chandrasekhar,2
428569,Aimee,Pollacia,2
477898,Theron,Masand,2
442844,Marit,Peak,2
106451,Jiong,Tibblin,2
264752,Juichirou,Syrotiuk,2
106256,Yakichi,Michaeli,2
497807,Gift,Marshall,2
457575,Pradeep,Parveen,2
203302,Jaber,Byoun,2
235024,Sariel,VanScheik,2
264680,Zissis,Businaro,2
432710,Paraskevi,Bardell,2
457616,Cristinel,Hiroyama,2
271565,Sugwoo,Juneja,2
213550,Lene,Schlumberger,2
251200,Kaijung,Birdsall,2
231968,Elrique,Mapelli,2
272755,Shrikanth,Butterworth,2
450400,Uriel,Wegerle,2
299053,Martine,Willoner,2
472003,Elrique,Bondorf,2
239262,Selwyn,Erev,2
449028,Xuedong,Bhattacharjee,2
257340,Gina,Feldmann,2
249729,Aiichiro,Redmiles,2
460851,Uzi,Anily,2
249979,Cullen,Pearson,2
476418,Maja,Noriega,2
264830,Heng,Denti,2
433748,Geoffry,Scallan,2
212545,Masali,Bahi,2
272817,Lijia,Maginnis,2
439074,Gou,Plessier,2
476434,Rosita,Beutelspacher,2
490398,Valeska,Ozeri,2
296848,Jianhua,Kermarrec,2
246253,Neven,Jansen,2
493700,JoAnne,Kushnir,2
292660,Poornachandra,Khalil,2
413504,Flemming,Dayana,2
441880,Xiping,Mikschl,2
96018,Doowon,Colorni,2
427182,Moti,Petereit,2
273918,Mario,Samarati,2
422812,Akeno,Pashtan,2
415616,Lobel,Sury,2
98297,Xiaoshan,Serot,2
99311,Ibibia,Speek,2
245803,Aemilian,Zhang,2
452158,Sugwoo,Sullins,2
220617,Turgut,Millington,2
446795,Cheong,Famili,2
410668,Yishay,McDermid,2
445743,Nagui,Clouatre,2
477326,Yuriy,Khalid,2
283777,Nectarios,Sridhar,2
475888,Mohamadou,Camurati,2
286169,Fuqing,Chleq,2
237227,Jasminko,Baba,2
449689,Arra,Demke,2
203268,Uno,Poujol,2
261546,Sungwon,Chenney,2
297455,Candido,Boudaillier,2
458488,Gretta,Compeau,2
436830,Akeel,Zambonelli,2
228524,Erzsebet,Androutsos,2
222702,Dmitry,Barbanera,2
201250,Yuguang,Marchesini,2
259693,Steen,Rosen,2
468542,Hugh,Negoita,2
463917,Harngdar,Cummings,2
499287,Aemilian,Papadias,2
468968,Jasminko,Fraisse,2
400868,Eishiro,Trumbly,2
467011,Adib,Srimani,2
439663,Sadegh,Stentiford,2
408729,Yishai,Hofman,2
282121,Barton,Alpin,2
288641,Xiahua,Thisen,2
227271,Yechiam,Osgood,2
201346,Bouchung,Orlowska,2
222213,Salvador,Wielonsky,2
460018,Prodip,Lichtner,2
257898,Bernd,Constantine,2
283277,Hatem,Horswill,2
458321,Mahmut,Orlowski,2
281540,Karoline,Gelosh,2
465543,Ramzi,Boreale,2
417237,Deniz,Menyhert,2
421712,Marla,Grandbois,3
420192,Tadahiro,Cooke,2
427872,Honesty,Bernatsky,2
254800,Shaowei,Danley,2
284667,Jacqueline,Menhardt,2
101044,Vidya,Asser,2
259583,Kiyomitsu,Swan,2
108880,Berna,Rosen,2
246492,Eckart,Schnabel,2
450047,Yonghong,Porenta,2
275110,Pradeep,McConalogue,2
473659,Eishiro,Antonisse,2
99929,Makato,Domenig,2
411550,Lobel,Thibadeau,2
236804,Zito,Schurmann,2
415791,Sergi,Polupanov,3
429417,Morris,Valette,2
222339,Junichi,Grabner,3
261853,Cedric,Gerlach,2
424483,Dipankar,Zhiwei,2
259513,Marko,Esteva,2
474910,Kiyotoshi,Varman,2
414442,Jiafu,Ashish,2
260585,Zhiguo,Gopalakrishnan,2
442423,Bodh,Boguraev,2
264528,Mani,Gils,2
106465,Nidapan,Guting,2
440539,Nahum,Pettis,2
454178,Yoshimitsu,Genin,2
423941,Filipe,Wegerle,2
493230,Branimir,Picel,2
263710,Tonia,Papastamatiou,2
101628,Sudharsan,Bardell,2
486454,Munenori,Knightly,2
294546,Billur,Magliocco,2
240313,Sandeepan,Krupka,2
220538,Giri,Fujisawa,2
252037,Miyeon,Segond,2
218605,Horward,Radivojevic,2
264675,Seongbin,Masada,2
242554,Sadegh,Masamoto,2
421595,Hongzue,Roccetti,2
469992,Aleksandar,Gajiwala,2
475723,Gretta,Flexer,2
228381,Hilari,Schnabel,2
201641,Yechezkel,Benzaken,2
210396,Wilmer,Kemmerer,2
428558,Kankanahalli,Keohane,2
248500,Kokou,Rajaraman,2
299515,Reinhold,Hutter,2
236851,Jackson,Strandh,2
284584,Suvo,Wegerle,2
219542,Susanta,Salverda,2
232977,Perla,Chenney,2
402594,Rosalyn,Siprelle,2
416529,Alassane,Thiran,2
487866,Elvia,Decaestecker,2
489772,Bojan,Dichev,2
480042,Rildo,Brodie,2
294353,Mark,Vanwelkenhuysen,2
296557,Constantine,Roccetti,2
220932,Hinrich,Bisiani,2
461556,Gina,Shokrollahi,2
97315,Hironoby,Hoogerwoord,2
245474,Brewster,Matheson,2
214209,Kersti,Peir,2
489823,Xiaoheng,Bugrara,2
453956,Salvador,Heystek,2
449661,Bartek,Raney,2
251184,Xiaocheng,Perko,2
243277,Ioana,Kieras,2
101855,Sven,Majewski,2
261249,Gift,Negoita,2
259137,Hailing,Thiran,2
446538,Van,Simkin,2
291307,Thodoros,Shumilov,2
472042,Khalid,Genther,2
233102,Zhilian,Garigliano,2
291107,Takahira,Mikschl,2
105489,Jasminko,Sadowski,2
268859,Sailaja,Sridhar,2
269614,Filipp,Murthy,2
257329,Dharmaraja,Ducloy,2
457299,Zito,Molenkamp,2
477738,Nevin,Lamma,2
270737,Xinyu,Marsiglia,2
431641,Christfried,Nishimukai,2
472096,Lubomir,Ernst,3
223926,Przemyslawa,Mattern,2
218336,Aemilian,Speel,2
200357,Utz,Junet,2
474662,Wuxu,Marshall,2
474408,Kayoko,Bellone,2
262084,Bodh,Wendorf,2
446419,Arto,Collette,2
206859,Hairong,Syang,2
445988,Denny,Yetto,2
257987,Percy,Ambroszkiewicz,2
202515,Weidon,Openshaw,2
277336,Moss,Merlo,2
275054,Girolamo,Butterworth,2
226356,Heeju,Stellhorn,2
95767,Muzhong,Schmiedel,2
222235,Filipp,Nyanchama,2
246757,Maik,Sury,2
240107,Woody,Neimat,2
404464,Danil,Stentiford,2
448718,Menkae,Lalonde,2
228782,Ugo,Schonegge,2
282295,Barton,Wegerle,2
97313,Ymte,Rajala,2
287839,Teunis,Tyugu,2
108433,Henk,Schaad,2
264580,Valeri,Rosis,2
296075,Dines,Sigstam,2
442717,Sangeeta,Kobara,2
453781,Krisda,Demri,2
297273,Tokuyasu,Frolund,2
217970,Frazer,Escriba,2
255515,Pragnesh,Norsworthy,2
200801,Tomokazu,Chorvat,2
229266,Cathie,Munck,2
255523,Yifei,Denos,2
476542,Huei,Tempesti,2
102803,Giri,Servi,2
439039,Cedric,Ullian,2
278253,Rosalyn,Stroustrup,2
495279,Mrinalini,Schapire,2
230613,Youjian,Vidya,2
442664,Shaz,Braccini,2
105466,Shih,Servi,2
426043,Akeno,Jansch,2
227531,Pranay,Varker,2
401768,Zhanqiu,Asmuth,2
499707,Paris,Jayawardene,2
427932,Takahiro,dAstous,2
468494,Aris,Willoner,2
434339,Danae,Lorch,2
257103,Rildo,Fabrizio,2
491926,Weiye,Langford,2
204011,Kazuhiko,Massonet,2
263893,Masali,Dolinsky,2
422241,Roselyn,Ponthieu,2
476916,Kinh,Dayana,2
456364,Lunjin,Tagansky,2
483052,Van,Waschkowski,2
95252,Rosine,Slobodova,2
291245,Shahab,Lueh,2
99112,Elrique,Potthoff,2
444976,Ranan,Nitsche,2
481989,Gopalakrishnan,Falck,2
223491,Diederik,Snyers,2
242927,Manibrata,Msuda,2
418333,Jackson,Simmen,2
457964,Nigel,Zallocco,2
221404,Constantino,Butner,2
401583,Lucian,Gips,2
101341,Munehiro,Kieras,2
438648,Arumugam,Manderick,2
403716,Barry,Gihr,2
210216,Fumitake,Feldmann,2
292643,Chriss,Eiter,2
421390,Lijia,Barbanera,2
446189,Kwangyoen,Muhlberg,2
486452,Petter,Sundgren,2
230673,Sadegh,Panwar,2
203588,Youngkon,Hartvigsen,2
492589,Poornachandra,Spell,2
291715,Weiyi,Strehl,2
492504,Rosella,Georg,2
248462,Filipe,Gecsei,2
492767,Shushma,Tomescu,2
259620,Mototsugu,Snedden,2
273406,Hitofumi,Randt,2
481675,Hsiangchu,Ranon,2
212436,Kyoichi,Ranft,2
225810,Sreekrishna,Demizu,2
257202,Jeanne,Ossenbruggen,2
401493,Giap,Narahara,2
437834,Nevio,Hennebert,2
274903,Fusako,Crooks,2
455431,Kristine,Noriega,2
212118,Marke,Bach,2
446259,Qingxiang,Birjandi,2
207406,Rimli,Zhang,2
245319,Bodo,Mersereau,2
426667,Mart,Varley,2
298616,Kenton,Pettit,2
232446,Chirstian,Siepmann,2
95372,Sanjeeva,Cochrane,2
441515,Fox,Hasenauer,2
263056,Kasidit,Vanwelkenhuysen,2
258763,Xiadong,Peak,2
430390,Akeno,Negoita,2
292916,King,Bazzichi,2
206289,Herb,Pusterhofer,2
234961,Keung,Kusakabe,2
218442,Hausi,Neiman,2
256965,Vojin,Auyong,2
225490,Tokuyasu,Brattka,2
275603,Siddarth,Rehfuss,2
260910,Emran,Shiratori,2
236581,Gurbir,Oxenboll,2
488184,Shooichi,Avouris,2
422066,Aleksander,Berendt,2
214241,Toshimo,Strandh,2
220343,Siamak,Msuda,2
454376,Fabrizio,Rosaz,2
407176,Filipp,Ertl,2
278639,Marsja,Hammerschmidt,2
260059,Chaitali,Ozery,2
474862,Youpyo,Chinin,2
440363,Lucian,Rothenberg,2
103869,Shaunak,Pollock,2
258604,Tsutomu,Rosaz,2
248542,Pranay,Hitomi,2
486720,Gou,Kumaresan,2
435047,Danco,Hiyoshi,2
484208,Lidong,Ebeling,2
450872,Denny,Lyonns,2
482828,Quingbo,Kavvadias,2
211715,Vishu,Tomescu,2
97266,Hugo,Assaf,2
473015,Filipe,Ranst,2
296805,Arvin,Schonegge,2
425092,Ebbe,Meszaros,2
220106,Boguslaw,Murtagh,2
252700,Tonny,Mayerwieser,2
430402,Ishfaq,Rahier,2
420348,Udaiprakash,Panienski,2
224553,Dung,Ibel,2
290911,Dinah,Zolotykh,2
202605,Hercules,Merel,2
283289,Yechezkel,Akaboshi,2
432659,Luerbio,Cooke,2
273095,Souichi,dAstous,2
417577,Adam,Lamparter,2
405053,Shiv,Apsitis,2
246038,Herbert,Pettit,2
107474,Taiji,Goodrum,2
245709,Neelam,Furedi,2
269812,Dayanand,Thorensen,2
412416,Mahmut,Bashian,2
260423,Debaprosad,Papadias,2
479598,Uriel,Dayang,2
229055,Erez,Valette,2
226095,Unal,Kalsbeek,2
455373,Shimshon,Eiter,2
250117,Minghong,Mahnke,2
412516,Lenore,Alameldin,3
295271,Valter,Scharstein,2
107249,Tamiya,Lanzelotte,3
411591,Toshiki,Radhakrishnan,2
231956,Spyrose,Birjandi,2
226693,Abdulah,Khamsi,3
495499,Filipp,Onuegbe,2
445179,Yoshimitsu,Sidhu,2
483104,Dante,Daescu,2
409415,Chriss,Sommen,2
432960,Youpyo,Neiman,2
442573,Moni,Gist,2
285564,Niteen,Schwartzbauer,2
105487,Kolar,Wursthorn,2
404385,Shan,Solares,2
208807,Zita,Shobatake,2
256232,Weiru,Papastamatiou,2
453693,Mototsugu,Shinomoto,2
401827,Harjit,Reinhard,2
298109,Yahiko,Halloran,2
455290,Heng,Jording,2
456089,Huican,Kamber,3
460755,Werner,McClurg,2
445546,Mandell,Encarnacion,2
296884,Nevin,Krichel,2
405693,Cathie,Calkin,2
423934,Gio,Jullig,2
102737,Fabrizio,Mitina,2
270006,Selwyn,Bolsens,2
434825,Kerryn,Baaz,2
475022,Rildo,Kermarrec,2
290158,Irena,Dredge,3
231192,Zorica,Siepmann,2
109851,Heping,Spell,2
246198,Aruna,Spataro,2
100739,Froduald,DiGiano,2
215022,Yuriy,Sommer,2
455641,Francoise,Rosenbaum,2
271311,Christ,Gargeya,2
255665,Samphel,Templeman,2
440290,Jianhui,Polajnar,3
422736,Clyde,Bugaenko,2
434765,Kazunori,Fadgyas,2
462443,Miomir,Ranka,2
206381,Horward,Peltason,2
289950,Sudharsan,Koshino,2
417940,Uri,Assaf,2
93828,Maha,Ertl,2
99336,Mechthild,Syrzycki,2
453273,Sandeepan,Lanteri,2
253592,Tesuya,Gerlach,2
457701,Sibyl,Miara,2
102786,Jaana,Maierhofer,2
99458,Herbert,Valiente,2
423728,Denny,Murtafg,2
295142,Nigel,Papsdorf,2
268544,Howell,Backhouse,2
204961,Rance,Picel,3
463152,Premsyl,Schiper,2
496067,Erzsebet,Schaaf,2
456941,Jamaludin,Ishibashi,2
202418,Xumin,Vuskovic,2
460381,Atilio,Pietracaprina,2
451250,Kiyomitsu,Gammage,2
105682,Kerhong,Juneja,2
282129,Fumiya,Varman,2
477036,Barna,Gien,2
450394,Sadok,Veccia,2
426215,Shushma,Rajala,2
473485,Jingling,Reghbati,2
453277,Rosalie,Gischer,2
256235,Oguz,Halevi,2
247893,Ute,Gimbel,2
472635,Jixiang,Tagansky,2
490264,Hilary,Meriste,2
440314,Shin,Merlo,2
449063,Zongyan,Itzfeldt,2
493671,Mikhail,Chiola,2
280154,Munenori,Gaughan,2
403881,Yishai,Ciolek,2
417506,Mariangiola,Rouquie,2
427869,Marjo,Rubsam,2
413854,Taizo,Viele,2
469431,Yuguang,Gist,2
445670,Gio,Ratnaker,2
279541,Tsutomu,Felder,2
492481,Chikara,Czap,2
262426,Kenroku,Rosca,2
442746,Adin,Menhardt,2
461566,Tamiya,Sessa,2
294986,Christ,Schonegge,2
208951,Gennady,Uhrig,2
258594,Kiyokazu,Codenie,2
267249,Ziya,Range,2
258256,Sahrah,Dayang,2
464098,Odinaldo,Ushiama,2
435993,Zhilian,Heuser,2
240360,Mary,Pelz,2
107982,Tsuneo,Underwood,2
201266,Uma,Rissanen,2
439156,Kenroku,Bala,2
212181,Zhiwei,Sundgren,2
298077,Marek,Berztiss,2
487835,Kwangjo,Bage,2
241153,Maris,Kalloufi,2
436836,Mads,Muchinsky,2
269270,Manohar,Melton,2
264955,Souichi,Muniz,2
475746,Tze,Tsunoo,2
463602,Chinya,Servi,2
471050,Mingdong,Sluis,2
491649,Rosella,Coney,2
252329,Panayotis,Horswill,2
438848,Vishv,Marchesini,2
446132,Vivian,Crabtree,2
229922,Arvin,Condotta,2
434957,Chandrasekaran,Munos,2
274930,Vojin,Steinauer,2
210194,Sanjit,Flowers,2
481847,Kiyotoshi,Saoudi,2
450749,Tuval,Prochazka,2
463556,Monique,Emmart,2
413717,Gino,Cusworth,2
272254,Danel,Lambe,2
472489,Fei,Parfitt,2
493916,Kristen,Jayawardene,2
268386,Jiong,Bardell,2
99794,Kristin,Garnick,2
246630,Adib,Markovitch,2
447655,Lorien,Bergere,2
215410,Mabhin,Rosch,2
466082,Alejandra,Sooriamurthi,2
228374,Shahaf,McClurg,2
409100,Khatoun,Eastman,2
477595,Arto,Linares,2
102214,Adib,Perng,2
405705,Mitchel,Gruenwald,2
484997,Ravishankar,Oppitz,2
444528,Xumin,Kandlur,2
419935,Shushma,Perfilyeva,2
258960,Make,Stroustrup,2
427262,Dekang,Birge,2
253771,Moie,Kambil,2
244824,Yannis,Noriega,2
103275,Geoffry,Mateescu,2
104877,Arif,DasSarma,2
408344,Xiong,Litecky,2
230723,Shimshon,Portugali,2
447482,Angus,Bamford,2
408948,Arve,Munoz,2
200088,Malu,Kaiser,2
416326,Arumugam,Zschoche,2
401134,Suebskul,Dechter,2
232226,Marsja,Gerteisen,2
431262,Indrajit,Zyda,2
291756,Randi,Braunmuhl,3
222159,Hatem,Mattern,3
239901,Shushma,Munck,2
100659,Chikara,Ozeri,2
405487,Hilari,Jeong,2
254721,Lena,Meszaros,2
477402,Make,Francisci,2
234337,Masasuke,Thorensen,2
267138,Alair,Auyong,2
203484,Guttorm,Gyimothy,2
454983,Sedat,Yamaashi,2
292198,Geoff,Gien,2
478358,Tonia,Erman,2
262881,Erzsebet,Kieras,2
476510,Alagu,Gimarc,2
257856,Limsoon,Zucker,2
444722,Ibibia,Hiraishi,2
107246,Eran,Naudin,2
296412,Krister,Kavanagh,2
224260,Bedir,Bratten,2
477306,Mohammed,Matzen,2
484793,Beshir,Vadhan,2
464145,Kotesh,Hellwagner,2
218535,Yurij,Pleszkun,2
413461,Mong,Vickson,2
286117,Horward,Suri,2
404607,Toshimori,Barriga,2
263494,Arco,Ghemri,2
422751,Shakhar,Kohling,2
435024,Sachio,Plotkin,2
445402,Hatem,Perz,2
443779,Sudharsan,Bolsens,2
443761,Lucian,Pleszkun,2
215463,Yifei,Wuwongse,2
248663,Mart,Ratzlaff,2
299030,Shigeichiro,Malinowski,2
222796,Arumugam,Simmel,2
237465,True,Schlumberger,2
289942,Nathan,Rosar,2
263320,Weiye,Oberman,2
429219,Fabrizio,Katalagarianos,3
206813,Genta,Poujol,2
205070,Qingxiang,Gelosh,2
420756,Guther,Demri,2
95035,Yoshinari,Trumbly,2
400637,Gita,Schaar,2
249609,Kasturi,Pietrzykowski,2
240695,Weidon,Eickenmeyer,2
449774,Guttorm,Bahi,2
218417,Moto,Aamodt,2
235136,Parto,Azuma,2
204545,Weiwu,Shihab,2
252034,Zvonko,Roccetti,2
466895,Miomir,Marchesini,2
241481,Muzhong,Dahlbom,2
222986,Changho,Barriga,2
212992,Xiong,Ferretti,2
242944,Leucio,Heinisuo,2
226846,Ortrud,Carrere,2
267417,Kannan,Rissanen,2
458806,Sham,Terkki,2
240258,Zsolt,Bojadziev,2
486283,Demin,Berstel,2
484194,Phillip,Fioravanti,2
264456,Muzhong,Rando,2
430315,Paloma,Engberts,2
424461,Nitsan,Snyers,2
445634,Erez,Chandrasekhar,2
289897,Roselyn,Harbusch,2
425536,Sajjan,Denti,2
430960,Shahaf,Lorie,2
476486,Ramalingam,Murrill,2
296389,Deborah,Kornyak,2
487830,Zeydy,Azuma,2
402195,Yannik,Schapiro,2
436431,Uriel,Hutton,2
449044,Shahid,Terwilliger,2
105884,Arvind,Esposito,2
276281,Luise,Schurmann,2
267923,Valter,Karnin,2
277032,Shounak,Kaiserswerth,2
213686,Chuanyi,Masamoto,2
241790,Kellyn,Nyrup,2
407415,Nathalie,Kowalchuk,2
435576,Urs,Felder,2
463160,Jiang,Speek,2
281560,Arch,Uehara,2
200140,Yaghout,Grospietsch,2
405489,Weidon,Merks,2
205812,Nathan,Fraisse,2
102027,Gladys,Isaak,2
253650,Remzi,Loncour,2
293832,Djenana,Einsfeld,2
215329,Gregory,Doering,2
226011,Sajjad,Zirintsis,2
451818,Faiza,Cincotta,2
491465,Ramzi,Karner,2
269279,Aria,Staelin,2
288220,Kish,Kermarrec,2
222330,Gor,Bellone,2
272434,Shugo,Ishibashi,2
414973,Fei,Gips,2
484663,Miyeon,Tetzlaff,2
446027,Genta,Vecchio,2
259025,Wojceich,Renear,2
434496,Rosalyn,Vecchio,2
290205,Marie,Duclos,2
472894,Adel,Kalafatis,2
293598,Yechiam,Bernick,2
213310,Quingbo,Apsitis,3
489622,Hinrich,Malinowski,2
461495,Ramya,Henseler,2
462190,Kazuhira,Erdi,2
434249,Malu,Bonifati,2
402386,Saniya,Soicher,2
498489,Khun,Bernatsky,2
210673,Dipankar,Restivo,2
253928,Abdulla,Oberman,2
297510,Gift,Restivo,2
257529,Dmitry,Theuretzbacher,2
415301,Ranga,Swift,2
472692,IEEE,Danecki,2
286447,Alper,Schaft,2
447952,Bedir,Schauser,2
441131,Mandell,Covnot,3
465384,Pohua,Attimonelli,2
104850,Avishai,Michaeli,2
422389,Ramachenga,Suwa,2
257617,Hideyuki,Markovitch,2
428189,Mats,Noriega,2
288945,Bouchung,Claffy,2
230037,Jamaludin,Markovitch,2
109243,Arvin,Kemmerer,2
260118,Basim,Bresenham,2
462075,Matt,Kitsuregawa,2
414841,Wuxu,Smeets,2
251062,DeForest,Reeken,2
453185,Yongmao,Zuberek,2
250317,Filipp,Wolniewicz,2
264128,Guangming,Suomi,2
497212,Yakichi,Lambe,2
200750,Jeane,Kusakabe,2
430179,Neelam,Serna,2
236798,Marsha,Driscoll,2
410800,Toshimo,Gadepally,2
298916,Dante,Waschkowski,2
481321,Haldon,Randi,2
200543,Sanjai,Ushiama,2
97026,Aimee,Poulakidas,2
457321,Nevin,Muhling,2
289724,Moie,Leppanen,2
499059,Pantung,Beidas,2
204567,Kristin,Plavsic,2
481599,Hausi,Kawashima,2
95871,Billur,Adachi,2
102208,Sudhanshu,Ciolek,2
295874,Gina,Pocchiola,2
221992,Chriss,Petereit,2
406841,Xuejia,Garnham,2
418084,Kagan,Falby,2
487538,Tomokazu,Douceur,2
225291,Arco,Dusink,2
425474,Vishwani,England,2
469943,Keung,Weiland,2
105278,Hisao,Gyimothy,2
97657,Sastry,Ouhyoung,2
232440,Ottavia,Ressouche,2
265465,Kotesh,Ishibashi,2
498737,Sachin,Schaap,2
96743,Zvonko,Casley,2
452891,Abdelaziz,Bennet,2
438489,Pragnesh,Schmiedel,2
216301,Yannis,Kilgour,2
100821,Georg,Zucker,2
466404,Gil,Hatcliff,2
247624,Aamer,Dulli,2
281617,Byong,Argence,2
227575,Claude,Sudkamp,2
465547,Bernice,Alpin,2
295626,Gou,Krohm,2
222802,Emdad,Siksek,2
484559,Naraig,Pardalos,2
243986,Hisao,Gide,2
444034,Jackson,Bernardeschi,2
474622,Gay,Iacovou,2
415890,Zhonghui,Melski,2
477314,Premal,Hanratty,2
467027,Stevo,Gewali,2
236792,Djenana,Miculan,2
436957,Guenter,Nyanchama,2
468321,Teruyuki,Reeker,2
261385,Roddy,Angel,2
493832,Conal,Jullig,2
290890,Margareta,Vitiello,2
484427,Kerryn,Haldar,2
408968,Mabhin,Isard,2
232276,Berna,Ruemmler,2
488137,Youssef,Luce,2
292627,Anneli,Reinhart,2
208894,Peer,Murtafg,2
270482,Muneo,Businaro,3
214909,Aksel,Serov,2
263630,Ute,Terekhov,2
232143,Zongyan,Demian,2
254543,Arto,Perin,2
106214,Valdiodio,Demir,2
255733,Herb,Piazza,2
298806,Hein,Chenney,2
269635,Garnet,Munro,2
255096,Marla,Trogemann,2
271629,Arumugam,Porotnikoff,2
277248,Barna,Erni,2
236873,Jaroslava,Hutton,2
472857,Xiaoqiang,Aseltine,2
264241,Shin,Chvatal,2
443829,Taiji,Baez,2
454592,Jixiang,Malinowski,2
267376,Randi,Peck,2
107727,Chinhyun,Conte,2
479937,Rimli,Kroft,2
464924,Tayeb,Auyong,2
417991,Mihalis,Cincotta,2
480275,Sachar,Caine,2
485039,Shugo,Zhang,2
99022,Golgen,Wilfing,2
256327,Claudi,Trogemann,2
489765,Suzette,Kruskal,2
272413,Nidapan,Candan,2
222201,Falguni,Belinskaya,2
231202,Nobuyoshi,Fioravanti,2
236415,Vidya,Underwood,2
405184,Brewster,Miara,2
98636,Kannan,Mahnke,2
299325,Maha,Koyama,2
297351,Magy,Barreiro,2
291217,Zhilian,Fortenbacher,2
283504,Koldo,Jeong,2
282010,Ingmar,Dalphin,2
435175,Jessie,Zirintsis,2
290699,Raimond,Anick,2
419223,Berry,Birch,2
201796,Zengping,Poehlman,2
101524,Abdulah,Iisaku,2
288552,Xianlong,Swist,2
98359,Pranay,Benveniste,2
473326,Munenori,Ramamoorthy,2
246003,Bluma,Hopewell,2
271876,Nectarios,Sanella,2
106501,Hyuncheol,Masamoto,2
437981,Chanjung,Muhling,2
484639,Denis,Valiente,2
214746,Mohan,Ishibashi,2
458012,Keung,Selvestrel,2
212094,Alassane,Schmezko,2
248761,Marin,Lores,2
270371,Moon,Capobianchi,2
287355,Shir,Picht,2
408737,Leen,Aamodt,2
443597,Prasadram,Showalter,2
490251,Youssef,Zweizig,2
433251,Yuriy,Fiutem,2
470808,Werner,Dulay,2
420426,Pranav,Bisiani,2
295263,Utz,McFarlan,2
237030,Rildo,Kampfer,2
234269,Kamakshi,Neimat,2
107766,Sreekrishna,Maraist,2
259922,Terresa,Kitsuregawa,2
268281,Yaghout,Jakobus,2
496825,Alejandra,Capobianchi,2
106684,Tayeb,Unno,2
471366,Ravishankar,Reinhard,2
288925,Kiam,Giveon,2
449957,Gen,Marrevee,2
104592,Gift,Chinin,2
201352,Zeljko,Bressoud,2
447579,Ishfaq,Nitsch,2
253926,Mary,Krichel,2
421940,Marek,Covnot,2
482386,Subir,McFarlin,2
238804,Teunis,Oskamp,2
432861,Kshitij,Morris,2
474872,Elvis,Emden,2
488580,Bingning,Kieras,2
